area,code,year,total,0-14,15-64,65+
Denmark,208,2040,6192,1033,3632,1528
Denmark,208,2045,6254,1020,3679,1555
Denmark,208,2050,6314,1009,3763,1542
Denmark,208,2055,6375,1013,3796,1566
Denmark,208,2060,6438,1031,3766,1640
Denmark,208,2065,6503,1051,3749,1703
Denmark,208,2070,6569,1058,3757,1754
Denmark,208,2075,6632,1052,3764,1816
Denmark,208,2080,6686,1041,3804,1841
Denmark,208,2085,6729,1035,3824,1869
Denmark,208,2090,6760,1037,3816,1907
Denmark,208,2095,6788,1042,3791,1954
Denmark,208,2100,6815,1042,3768,2005
Estonia,233,2015,1315,212,856,248
Estonia,233,2020,1301,217,819,264
Estonia,233,2025,1280,204,795,281
Estonia,233,2030,1254,191,767,295
Estonia,233,2035,1225,177,746,301
Estonia,233,2040,1198,170,715,313
Estonia,233,2045,1172,170,681,321
Estonia,233,2050,1145,172,642,331
Estonia,233,2055,1115,169,602,345
Estonia,233,2060,1084,161,585,338
Estonia,233,2065,1052,153,584,316
Estonia,233,2070,1021,146,575,299
Estonia,233,2075,992,144,552,296
Estonia,233,2080,966,143,532,291
Estonia,233,2085,943,141,513,289
Estonia,233,2090,924,138,500,287
Estonia,233,2095,907,133,492,283
Estonia,233,2100,891,128,485,278
Finland,246,2015,5482,899,3473,1111
Finland,246,2020,5580,921,3412,1247
Finland,246,2025,5669,926,3390,1353
Finland,246,2030,5739,928,3367,1444
Finland,246,2035,5785,920,3375,1490
Finland,246,2040,5814,914,3420,1480
Finland,246,2045,5837,916,3431,1490
Finland,246,2050,5866,926,3423,1518
Finland,246,2055,5901,933,3421,1547
Finland,246,2060,5940,935,3402,1603
Finland,246,2065,5981,931,3415,1634
Finland,246,2070,6019,926,3432,1661
Finland,246,2075,6051,923,3426,1702
Finland,246,2080,6075,922,3418,1735
Finland,246,2085,6095,922,3400,1773
Finland,246,2090,6112,918,3380,1813
Finland,246,2095,6127,912,3364,1850
Finland,246,2100,6139,904,3349,1885
Iceland,352,2015,330,67,218,45
Iceland,352,2020,343,68,222,54
Iceland,352,2025,355,67,225,64
Iceland,352,2030,366,65,227,73
Iceland,352,2035,374,64,230,80
Iceland,352,2040,381,63,232,86
Iceland,352,2045,386,62,233,91
Iceland,352,2050,390,62,232,96
Iceland,352,2055,393,61,231,101
Iceland,352,2060,394,60,227,107
Iceland,352,2065,395,59,225,111
Iceland,352,2070,395,58,224,113
Iceland,352,2075,395,57,220,117
Iceland,352,2080,393,57,217,120
Iceland,352,2085,391,56,213,122
Iceland,352,2090,388,55,210,123
Iceland,352,2095,386,54,207,125
Iceland,352,2100,383,53,204,126
Ireland,372,2015,4700,1022,3057,622
Ireland,372,2020,4888,1033,3124,731
Ireland,372,2025,5064,977,3250,837
Ireland,372,2030,5220,917,3337,966
Ireland,372,2035,5374,905,3390,1080
Ireland,372,2040,5531,940,3361,1230
Ireland,372,2045,5678,990,3313,1375
Ireland,372,2050,5801,1018,3297,1487
Ireland,372,2055,5892,1009,3362,1522
Ireland,372,2060,5956,982,3465,1509
Ireland,372,2065,6005,963,3537,1504
Ireland,372,2070,6052,967,3547,1539
Ireland,372,2075,6107,986,3503,1619
Ireland,372,2080,6173,1002,3461,1710
Ireland,372,2085,6245,1003,3455,1787
Ireland,372,2090,6311,991,3479,1841
Ireland,372,2095,6361,976,3507,1877
Ireland,372,2100,6389,968,3512,1908
Latvia,428,2015,1993,302,1307,384
Latvia,428,2020,1893,299,1207,388
Latvia,428,2025,1813,277,1134,402
Latvia,428,2030,1747,255,1077,415
Latvia,428,2035,1682,235,1031,416
Latvia,428,2040,1623,224,979,420
Latvia,428,2045,1569,224,928,417
Latvia,428,2050,1517,228,871,418
Latvia,428,2055,1466,226,814,427
Latvia,428,2060,1415,215,782,418
Latvia,428,2065,1367,202,785,380
Latvia,428,2070,1322,193,774,355
Latvia,428,2075,1283,190,742,351
Latvia,428,2080,1249,189,711,348
Latvia,428,2085,1220,188,685,347
Latvia,428,2090,1196,183,666,346
Latvia,428,2095,1173,176,656,341
Latvia,428,2100,1149,169,648,332
Lithuania,440,2015,2932,428,1956,548
Lithuania,440,2020,2852,440,1855,558
Lithuania,440,2025,2788,451,1746,591
Lithuania,440,2030,2718,439,1647,632
Lithuania,440,2035,2639,413,1578,648
Lithuania,440,2040,2558,383,1521,654
Lithuania,440,2045,2480,366,1475,639
Lithuania,440,2050,2407,365,1420,621
Lithuania,440,2055,2338,369,1350,619
Lithuania,440,2060,2273,365,1278,630
Lithuania,440,2065,2211,351,1243,617
Lithuania,440,2070,2153,333,1235,584
Lithuania,440,2075,2099,320,1220,559
Lithuania,440,2080,2050,315,1187,549
Lithuania,440,2085,2007,314,1149,544
Lithuania,440,2090,1969,312,1111,546
Lithuania,440,2095,1935,304,1084,547
Lithuania,440,2100,1904,293,1069,541
Norway,578,2015,5200,934,3418,848
Norway,578,2020,5450,961,3536,952
Norway,578,2025,5707,987,3645,1075
Norway,578,2030,5959,1027,3732,1200
Norway,578,2035,6193,1053,3801,1340
Norway,578,2040,6407,1070,3883,1455
Norway,578,2045,6607,1085,3997,1525
Norway,578,2050,6802,1104,4095,1603
Norway,578,2055,6984,1128,4164,1692
Norway,578,2060,7153,1152,4220,1781
Norway,578,2065,7311,1171,4272,1868
Norway,578,2070,7461,1183,4332,1945
Norway,578,2075,7602,1191,4379,2033
Norway,578,2080,7730,1198,4429,2104
Norway,578,2085,7843,1205,4458,2179
Norway,578,2090,7943,1213,4473,2257
Norway,578,2095,8033,1218,4480,2335
Norway,578,2100,8112,1219,4484,2409
Sweden,752,2015,9764,1689,6161,1913
Sweden,752,2020,10122,1799,6266,2056
Sweden,752,2025,10435,1852,6377,2206
Sweden,752,2030,10712,1880,6463,2369
Sweden,752,2035,10942,1865,6529,2548
Sweden,752,2040,11158,1853,6632,2673
Sweden,752,2045,11385,1880,6761,2744
Sweden,752,2050,11626,1940,6852,2833
Sweden,752,2055,11858,1996,6877,2985
Sweden,752,2060,12066,2026,6863,3177
Sweden,752,2065,12257,2031,7020,3206
Sweden,752,2070,12444,2029,7154,3262
Sweden,752,2075,12629,2036,7222,3371
Sweden,752,2080,12802,2058,7271,3474
Sweden,752,2085,12958,2083,7286,3589
Sweden,752,2090,13107,2100,7294,3713
Sweden,752,2095,13263,2101,7325,3837
Sweden,752,2100,13416,2094,7372,3949
United Kingdom,826,2015,65397,11500,42046,11851
United Kingdom,826,2020,67334,12077,42481,12777
United Kingdom,826,2025,69074,12190,42932,13952
United Kingdom,826,2030,70579,12053,43025,15500
United Kingdom,826,2035,71897,11856,43139,16903
United Kingdom,826,2040,73125,11793,43578,17754
United Kingdom,826,2045,74301,11966,43927,18409
United Kingdom,826,2050,75381,12228,43969,19184
United Kingdom,826,2055,76272,12381,43918,19973
United Kingdom,826,2060,76971,12361,44073,20537
United Kingdom,826,2065,77590,12255,44469,20866
United Kingdom,826,2070,78212,12184,44962,21065
United Kingdom,826,2075,78818,12201,44974,21644
United Kingdom,826,2080,79361,12269,44791,22302
United Kingdom,826,2085,79827,12304,44570,22953
United Kingdom,826,2090,80249,12260,44407,23582
United Kingdom,826,2095,80642,12154,44356,24131
United Kingdom,826,2100,80975,12041,44316,24619
Southern Europe,925,2015,152441,22180,99807,30453
Southern Europe,925,2020,151553,21138,97607,32808
Southern Europe,925,2025,150250,19667,94932,35651
Southern Europe,925,2030,148825,18762,90934,39129
Southern Europe,925,2035,147174,18331,86303,42540
Southern Europe,925,2040,145252,18265,81276,45711
Southern Europe,925,2045,142941,18277,76934,47729
Southern Europe,925,2050,140123,18117,74123,47883
Southern Europe,925,2055,136772,17714,72346,46711
Southern Europe,925,2060,133076,17216,70902,44959
Southern Europe,925,2065,129359,16825,69439,43096
Southern Europe,925,2070,125951,16619,67642,41689
Southern Europe,925,2075,123084,16528,65525,41031
Southern Europe,925,2080,120819,16430,63951,40438
Southern Europe,925,2085,118994,16236,62782,39976
Southern Europe,925,2090,117366,15944,61884,39537
Southern Europe,925,2095,115767,15626,61023,39119
Southern Europe,925,2100,114144,15354,60034,38756
Albania,8,2015,2923,527,2030,366
Albania,8,2020,2942,495,2019,428
Albania,8,2025,2947,499,1933,515
Albania,8,2030,2933,484,1850,600
Albania,8,2035,2895,458,1786,652
Albania,8,2040,2833,419,1729,685
Albania,8,2045,2753,382,1665,706
Albania,8,2050,2664,357,1574,733
Albania,8,2055,2570,343,1480,747
Albania,8,2060,2474,331,1369,774
Albania,8,2065,2374,314,1240,819
Albania,8,2070,2268,293,1164,811
Albania,8,2075,2159,273,1120,766
Albania,8,2080,2049,256,1060,732
Albania,8,2085,1941,245,998,698
Albania,8,2090,1837,236,933,668
Albania,8,2095,1742,226,874,641
Albania,8,2100,1657,215,827,615
Bosnia and Herzegovina,70,2015,3536,512,2468,556
Bosnia and Herzegovina,70,2020,3498,496,2376,626
Bosnia and Herzegovina,70,2025,3456,485,2272,699
Bosnia and Herzegovina,70,2030,3405,479,2149,776
Bosnia and Herzegovina,70,2035,3336,462,2064,810
Bosnia and Herzegovina,70,2040,3251,434,1977,841
Bosnia and Herzegovina,70,2045,3156,406,1889,860
Bosnia and Herzegovina,70,2050,3058,390,1791,877
Bosnia and Herzegovina,70,2055,2964,385,1683,897
Bosnia and Herzegovina,70,2060,2873,381,1580,912
Bosnia and Herzegovina,70,2065,2782,373,1482,926
Bosnia and Herzegovina,70,2070,2688,360,1436,892
Bosnia and Herzegovina,70,2075,2593,344,1393,856
Bosnia and Herzegovina,70,2080,2502,332,1353,816
Bosnia and Herzegovina,70,2085,2417,326,1309,782
Bosnia and Herzegovina,70,2090,2341,322,1260,759
Bosnia and Herzegovina,70,2095,2275,317,1215,743
Bosnia and Herzegovina,70,2100,2217,308,1181,727
Croatia,191,2015,4236,628,2808,800
Croatia,191,2020,4116,606,2648,862
Croatia,191,2025,4003,560,2524,919
Croatia,191,2030,3896,522,2410,964
Croatia,191,2035,3790,495,2317,978
Croatia,191,2040,3682,479,2204,999
Croatia,191,2045,3572,468,2085,1019
Croatia,191,2050,3461,458,1966,1037
Croatia,191,2055,3349,444,1861,1044
Croatia,191,2060,3237,425,1788,1024
Croatia,191,2065,3127,408,1711,1008
Croatia,191,2070,3020,396,1656,969
Croatia,191,2075,2919,388,1581,950
Croatia,191,2080,2824,381,1514,929
Croatia,191,2085,2738,373,1461,903
Croatia,191,2090,2658,362,1419,877
Croatia,191,2095,2585,351,1382,852
Croatia,191,2100,2518,342,1347,829
Greece,300,2015,11218,1632,7348,2238
Greece,300,2020,11103,1526,7232,2345
Greece,300,2025,10945,1352,7056,2536
Greece,300,2030,10784,1248,6794,2741
Greece,300,2035,10624,1214,6400,3010
Greece,300,2040,10452,1223,5982,3246
Greece,300,2045,10244,1232,5564,3448
Greece,300,2050,9982,1212,5231,3539
Greece,300,2055,9670,1163,5053,3455
Greece,300,2060,9329,1107,4910,3312
Greece,300,2065,8989,1072,4744,3173
Greece,300,2070,8670,1062,4561,3047
Greece,300,2075,8391,1065,4334,2991
Greece,300,2080,8154,1063,4177,2914
Greece,300,2085,7950,1045,4082,2823
Greece,300,2090,7767,1017,4021,2729
Greece,300,2095,7590,989,3958,2644
Greece,300,2100,7423,970,3876,2576
Italy,380,2015,59504,8168,38029,13307
Italy,380,2020,59132,7812,37158,14162
Italy,380,2025,58623,7378,36082,15163
Italy,380,2030,58110,7196,34338,16576
Italy,380,2035,57534,7172,32372,17991
Italy,380,2040,56872,7232,30538,19102
Italy,380,2045,56071,7266,29386,19420
Italy,380,2050,55093,7212,28807,19074
Italy,380,2055,53933,7086,28447,18400
Italy,380,2060,52686,6962,28103,17620
Italy,380,2065,51506,6897,27726,16883
Italy,380,2070,50533,6887,27217,16429
Italy,380,2075,49821,6890,26638,16293
Italy,380,2080,49325,6863,26271,16191
Italy,380,2085,48937,6793,26013,16130
Italy,380,2090,48575,6699,25798,16078
Italy,380,2095,48205,6608,25545,16052
Italy,380,2100,47819,6540,25217,16062
Malta,470,2015,428,62,287,79
Malta,470,2020,434,63,281,90
Malta,470,2025,439,65,273,101
Malta,470,2030,440,64,268,108
Malta,470,2035,437,62,266,109
Malta,470,2040,431,58,261,112
Malta,470,2045,425,56,252,117
Malta,470,2050,419,55,241,123
Malta,470,2055,414,56,229,129
Malta,470,2060,408,56,218,135
Malta,470,2065,402,55,212,135
Malta,470,2070,394,53,210,131
Malta,470,2075,385,52,207,127
Malta,470,2080,377,51,203,123
Malta,470,2085,369,50,198,120
Malta,470,2090,362,50,193,119
Malta,470,2095,357,50,188,118
Malta,470,2100,352,49,185,118
Montenegro,499,2015,628,116,425,87
Montenegro,499,2020,629,111,416,102
Montenegro,499,2025,628,105,409,115
Montenegro,499,2030,625,99,399,126
Montenegro,499,2035,619,95,392,132
Montenegro,499,2040,610,92,382,137
Montenegro,499,2045,600,89,369,143
Montenegro,499,2050,588,85,352,150
Montenegro,499,2055,575,82,339,155
Montenegro,499,2060,563,79,324,159
Montenegro,499,2065,549,76,311,162
Montenegro,499,2070,535,74,299,162
Montenegro,499,2075,520,72,286,162
Montenegro,499,2080,505,69,275,160
Montenegro,499,2085,490,67,265,157
Montenegro,499,2090,475,65,256,154
Montenegro,499,2095,462,63,248,150
Montenegro,499,2100,449,62,240,147
Portugal,620,2015,10418,1467,6791,2161
Portugal,620,2020,10218,1321,6578,2319
Portugal,620,2025,10048,1191,6369,2488
Portugal,620,2030,9877,1112,6080,2686
Portugal,620,2035,9696,1091,5750,2855
Portugal,620,2040,9495,1094,5344,3057
Portugal,620,2045,9262,1083,4989,3190
Portugal,620,2050,8995,1049,4744,3201
Portugal,620,2055,8696,1002,4582,3113
Portugal,620,2060,8384,961,4426,2998
Portugal,620,2065,8077,940,4237,2900
Portugal,620,2070,7789,935,4036,2818
Portugal,620,2075,7535,934,3854,2746
Portugal,620,2080,7316,924,3719,2674
Portugal,620,2085,7124,903,3634,2587
Portugal,620,2090,6944,878,3571,2495
Portugal,620,2095,6769,858,3497,2414
Portugal,620,2100,6604,846,3408,2350
Serbia,688,2015,8851,1475,5933,1443
Serbia,688,2020,8704,1404,5666,1634
Serbia,688,2025,8541,1359,5468,1714
Serbia,688,2030,8355,1312,5304,1740
Serbia,688,2035,8144,1256,5139,1749
Serbia,688,2040,7913,1198,4935,1780
Serbia,688,2045,7677,1144,4705,1828
Serbia,688,2050,7447,1099,4491,1857
Serbia,688,2055,7226,1062,4255,1909
Serbia,688,2060,7007,1028,4051,1928
Serbia,688,2065,6785,992,3881,1912
Serbia,688,2070,6564,954,3721,1889
Serbia,688,2075,6349,917,3589,1842
Serbia,688,2080,6144,885,3463,1796
Serbia,688,2085,5954,857,3336,1761
Serbia,688,2090,5779,832,3213,1733
Serbia,688,2095,5615,807,3102,1707
Serbia,688,2100,5464,781,3002,1681
Slovenia,705,2015,2075,305,1395,374
Slovenia,705,2020,2082,318,1331,433
Slovenia,705,2025,2076,309,1283,484
Slovenia,705,2030,2059,289,1242,528
Slovenia,705,2035,2035,271,1198,566
Slovenia,705,2040,2007,265,1152,590
Slovenia,705,2045,1977,270,1089,618
Slovenia,705,2050,1942,277,1033,632
Slovenia,705,2055,1903,278,995,629
Slovenia,705,2060,1860,270,984,606
Slovenia,705,2065,1817,259,984,574
Slovenia,705,2070,1777,252,982,542
Slovenia,705,2075,1742,251,963,528
Slovenia,705,2080,1715,254,937,524
Slovenia,705,2085,1696,254,916,526
Slovenia,705,2090,1683,251,904,528
Slovenia,705,2095,1673,245,899,528
Slovenia,705,2100,1662,239,896,527
Spain,724,2015,46398,6917,30722,8759
Spain,724,2020,46459,6622,30361,9476
Spain,724,2025,46307,6002,29761,10543
Spain,724,2030,46115,5608,28638,11869
Spain,724,2035,45861,5425,27199,13237
Spain,724,2040,45539,5459,25397,14682
Spain,724,2045,45080,5583,23625,15872
Spain,724,2050,44395,5629,22647,16119
Spain,724,2055,43437,5525,22246,15665
Spain,724,2060,42272,5332,22031,14909
Spain,724,2065,41025,5164,21833,14028
Spain,724,2070,39843,5088,21314,13441
Spain,724,2075,38858,5087,20538,13232
Spain,724,2080,38149,5102,19991,13056
Spain,724,2085,37667,5076,19616,12974
Spain,724,2090,37274,4991,19395,12888
Spain,724,2095,36860,4877,19219,12764
Spain,724,2100,36378,4774,18979,12625
TFYR Macedonia,807,2015,2079,350,1469,260
TFYR Macedonia,807,2020,2088,344,1442,303
TFYR Macedonia,807,2025,2088,342,1403,343
TFYR Macedonia,807,2030,2076,330,1367,378
TFYR Macedonia,807,2035,2051,312,1329,410
TFYR Macedonia,807,2040,2016,293,1289,434
TFYR Macedonia,807,2045,1974,280,1235,459
TFYR Macedonia,807,2050,1931,274,1167,490
TFYR Macedonia,807,2055,1886,271,1098,517
TFYR Macedonia,807,2060,1837,265,1039,533
TFYR Macedonia,807,2065,1784,256,1001,527
TFYR Macedonia,807,2070,1729,245,972,513
TFYR Macedonia,807,2075,1674,236,947,491
TFYR Macedonia,807,2080,1623,230,916,477
TFYR Macedonia,807,2085,1577,226,882,469
TFYR Macedonia,807,2090,1536,222,850,465
TFYR Macedonia,807,2095,1500,216,824,460
TFYR Macedonia,807,2100,1467,210,804,454
Western Europe,926,2015,192032,29809,124450,37773
Western Europe,926,2020,195197,29909,124210,41078
Western Europe,926,2025,197086,30074,122004,45008
Western Europe,926,2030,198584,30149,118620,49815
Western Europe,926,2035,199619,29948,115600,54071
Western Europe,926,2040,200115,29604,114509,56002
Western Europe,926,2045,200041,29329,114221,56491
Western Europe,926,2050,199496,29243,113138,57115
Western Europe,926,2055,198629,29315,111583,57732
Western Europe,926,2060,197713,29426,110454,57834
Western Europe,926,2065,197023,29434,109680,57909
Western Europe,926,2070,196608,29283,109190,58135
Western Europe,926,2075,196277,29040,108789,58448
Western Europe,926,2080,195867,28813,108265,58789
Western Europe,926,2085,195405,28662,107449,59294
Western Europe,926,2090,195048,28571,106458,60019
Western Europe,926,2095,194803,28460,105493,60851
Western Europe,926,2100,194559,28276,104628,61656
Austria,40,2015,8679,1225,5818,1635
Austria,40,2020,8782,1243,5795,1744
Austria,40,2025,8879,1276,5656,1947
Austria,40,2030,8946,1285,5442,2218
Austria,40,2035,8970,1255,5248,2467
Austria,40,2040,8962,1211,5160,2590
Austria,40,2045,8931,1184,5106,2642
Austria,40,2050,8878,1185,4979,2714
Austria,40,2055,8799,1204,4840,2755
Austria,40,2060,8705,1219,4706,2780
Austria,40,2065,8616,1217,4654,2744
Austria,40,2070,8536,1199,4638,2700
Austria,40,2075,8461,1178,4627,2656
Austria,40,2080,8385,1167,4595,2623
Austria,40,2085,8313,1166,4532,2615
Austria,40,2090,8256,1169,4460,2627
Austria,40,2095,8218,1167,4401,2651
Austria,40,2100,8189,1154,4362,2673
Belgium,56,2015,11288,1919,7321,2048
Belgium,56,2020,11620,2005,7384,2231
Belgium,56,2025,11819,2007,7343,2470
Belgium,56,2030,12002,1989,7272,2741
Belgium,56,2035,12160,1960,7232,2968
Belgium,56,2040,12294,1951,7215,3128
Belgium,56,2045,12403,1968,7200,3235
Belgium,56,2050,12488,2000,7171,3318
Belgium,56,2055,12550,2021,7149,3379
Belgium,56,2060,12597,2024,7140,3433
Belgium,56,2065,12643,2014,7185,3445
Belgium,56,2070,12694,2003,7227,3464
Belgium,56,2075,12750,2001,7221,3527
Belgium,56,2080,12806,2008,7199,3599
Belgium,56,2085,12863,2014,7167,3682
Belgium,56,2090,12920,2012,7147,3762
Belgium,56,2095,12975,2000,7139,3836
Belgium,56,2100,13022,1984,7135,3903
France,250,2015,64457,11773,40477,12207
France,250,2020,65721,11676,40427,13618
France,250,2025,66842,11492,40448,14902
France,250,2030,67894,11429,40236,16229
France,250,2035,68861,11507,39979,17375
France,250,2040,69648,11647,39731,18270
France,250,2045,70212,11737,39901,18573
France,250,2050,70609,11719,40015,18875
France,250,2055,70930,11636,40229,19066
France,250,2060,71227,11574,40522,19131
France,250,2065,71561,11580,40618,19363
France,250,2070,71956,11624,40534,19797
France,250,2075,72397,11653,40379,20364
France,250,2080,72848,11630,40317,20901
France,250,2085,73266,11563,40324,21379
France,250,2090,73653,11493,40330,21830
France,250,2095,73987,11440,40271,22275
France,250,2100,74242,11416,40112,22714
Germany,276,2015,81708,10719,53734,17255
Germany,276,2020,82540,10838,53416,18286
Germany,276,2025,82455,11097,51521,19837
Germany,276,2030,82187,11185,48984,22018
Germany,276,2035,81730,10977,46784,23969
Germany,276,2040,81100,10599,46139,24362
Germany,276,2045,80269,10298,45697,24275
Germany,276,2050,79238,10217,44706,24316
Germany,276,2055,78064,10307,43243,24514
Germany,276,2060,76919,10425,42129,24365
Germany,276,2065,75953,10426,41365,24162
Germany,276,2070,75164,10287,41015,23862
Germany,276,2075,74404,10084,40813,23507
Germany,276,2080,73581,9927,40445,23209
Germany,276,2085,72756,9856,39836,23064
Germany,276,2090,72056,9843,39090,23123
Germany,276,2095,71503,9812,38414,23277
Germany,276,2100,71033,9714,37893,23426
Luxembourg,442,2015,567,93,395,79
Luxembourg,442,2020,604,100,414,90
Luxembourg,442,2025,642,108,430,104
Luxembourg,442,2030,675,113,439,123
Luxembourg,442,2035,707,117,447,143
Luxembourg,442,2040,738,120,459,159
Luxembourg,442,2045,768,124,473,171
Luxembourg,442,2050,796,128,484,185
Luxembourg,442,2055,822,132,495,194
Luxembourg,442,2060,846,137,506,203
Luxembourg,442,2065,870,141,516,213
Luxembourg,442,2070,893,144,527,222
Luxembourg,442,2075,914,146,539,230
Luxembourg,442,2080,934,147,548,239
Luxembourg,442,2085,954,149,555,250
Luxembourg,442,2090,972,151,559,262
Luxembourg,442,2095,989,152,563,274
Luxembourg,442,2100,1005,153,566,286
Netherlands,528,2015,16938,2838,11065,3035
Netherlands,528,2020,17181,2737,11011,3433
Netherlands,528,2025,17414,2727,10834,3853
Netherlands,528,2030,17594,2759,10529,4306
Netherlands,528,2035,17694,2760,10242,4691
Netherlands,528,2040,17700,2720,10105,4876
Netherlands,528,2045,17630,2658,10103,4869
Netherlands,528,2050,17518,2605,10065,4847
Netherlands,528,2055,17389,2584,9935,4870
